0	0	0	0	0	0	7.53517	0	0	0	0	0	0	
0	0	0	0	0	0	-3.95515	0	0	0	4.82803	0	0	
0	0	0	0	0	0	0	-7.17451	0	0	2.56236	0	0	
0	0	0	0	0	0	0	0	-8.49557	0	1.93444	0	0	
0	0	0	0	0	0	0	0	0	-28.7936	0.808021	0	0	
0	0	0	0	0	0	0	0	0	0	13.8662	3.48538	0	
0	0	0	0	0	0	4.84214	5.03187	0	0	-9.11436	0	0	
0	0	0	0	0	0	0	3.5866	6.54409	0	-6.80125	0	0	
0	0	0	0	0	0	0	0	6.78449	0.773732	-3.91396	0	0	
0	0	0	0	0	0	0	0	0	6.97243	-3.83827	-2.84794	-22.3305	
0	0	0	0	0	0	-3.17536	-0.77401	-5.77922	1.34573	9.51532	0	0	
0	0	0	0	0	0	0	0	0	0	25.3195	0	3.28575	
0	0	0	0	0	0	0	0	0	0	0	0	0
