0	0	0	0	0	0	7.58513	0	0	0	0	0	0	
0	0	0	0	0	0	-4.08642	0	0	0	4.86312	0	0	
0	0	0	0	0	0	0	-6.71082	0	0	2.66159	0	0	
0	0	0	0	0	0	0	0	-8.23796	0	1.91692	0	0	
0	0	0	0	0	0	0	0	0	-18.3307	0.670892	0	0	
0	0	0	0	0	0	0	0	0	0	14.5387	2.50264	0	
0	0	0	0	0	0	4.87456	5.00721	0	0	-9.78621	0	0	
0	0	0	0	0	0	0	3.55064	6.52433	0	-6.47812	0	0	
0	0	0	0	0	0	0	0	6.57341	0.751425	-4.40057	0	0	
0	0	0	0	0	0	0	0	0	6.60147	-3.64648	-3.30784	-19.3223	
0	0	0	0	0	0	-3.61491	-0.654764	-5.85418	1.56868	9.58195	0	0	
0	0	0	0	0	0	0	0	0	0	21.1321	0	4.47448	
0	0	0	0	0	0	0	0	0	0	0	0	0	
