0	0	0	0	0	0	7.61013	0	0	0	0	0	0	
0	0	0	0	0	0	-4.3293	0	0	0	4.79621	0	0	
0	0	0	0	0	0	0	-7.25194	0	0	2.5205	0	0	
0	0	0	0	0	0	0	0	-8.41443	0	1.82501	0	0	
0	0	0	0	0	0	0	0	0	-24.4243	0.642389	0	0	
0	0	0	0	0	0	0	0	0	0	18.4019	4.36796	0	
0	0	0	0	0	0	4.85557	4.98563	0	0	-10.137	0	0	
0	0	0	0	0	0	0	3.56347	6.58742	0	-6.68342	0	0	
0	0	0	0	0	0	0	0	6.792	0.672758	-4.11645	0	0	
0	0	0	0	0	0	0	0	0	7.2919	-3.51767	-4.79777	-29.3095	
0	0	0	0	0	0	-3.85631	-0.726552	-5.92514	1.29506	9.69527	0	0	
0	0	0	0	0	0	0	0	0	0	18.7488	0	3.33533	
0	0	0	0	0	0	0	0	0	0	0	0	0
