0	0	0	0	0	0	7.55593	0	0	0	0	0	0	
0	0	0	0	0	0	-4.89439	0	0	0	4.83729	0	0	
0	0	0	0	0	0	0	-8.22585	0	0	2.59638	0	0	
0	0	0	0	0	0	0	0	-9.11113	0	2.0059	0	0	
0	0	0	0	0	0	0	0	0	-28.3196	0.846058	0	0	
0	0	0	0	0	0	0	0	0	0	17.2535	4.13823	0	
0	0	0	0	0	0	4.89015	5.09982	0	0	-8.00585	0	0	
0	0	0	0	0	0	0	3.49366	6.69762	0	-7.32399	0	0	
0	0	0	0	0	0	0	0	6.87247	0.661942	-3.88694	0	0	
0	0	0	0	0	0	0	0	0	8.69642	-4.03943	-1.39658	-24.6582	
0	0	0	0	0	0	-4.00527	-0.607314	-6.10009	2.80907	9.78055	0	0	
0	0	0	0	0	0	0	0	0	0	21.9736	0	4.5018	
0	0	0	0	0	0	0	0	0	0	0	0	0	
