0	0	0	0	0	0	7.47844	0	0	0	0	0	0	
0	0	0	0	0	0	-4.6828	0	0	0	4.8384	0	0	
0	0	0	0	0	0	0	-7.22692	0	0	2.58485	0	0	
0	0	0	0	0	0	0	0	-8.72608	0	1.92653	0	0	
0	0	0	0	0	0	0	0	0	-27.0176	0.754474	0	0	
0	0	0	0	0	0	0	0	0	0	20.9804	5.72397	0	
0	0	0	0	0	0	4.86418	5.05655	0	0	-9.09931	0	0	
0	0	0	0	0	0	0	3.54541	6.40054	0	-6.75128	0	0	
0	0	0	0	0	0	0	0	6.71651	0.743701	-4.05476	0	0	
0	0	0	0	0	0	0	0	0	7.18811	-3.80818	-2.87515	-24.6262	
0	0	0	0	0	0	-3.59953	-0.650096	-5.42019	1.31073	9.90132	0	0	
0	0	0	0	0	0	0	0	0	0	22.7346	0	2.02053	
0	0	0	0	0	0	0	0	0	0	0	0	0	
