0	0	0	0	0	0	7.49566	0	0	0	0	0	0	
0	0	0	0	0	0	-4.82102	0	0	0	5.02458	0	0	
0	0	0	0	0	0	0	-8.09332	0	0	2.68026	0	0	
0	0	0	0	0	0	0	0	-8.9796	0	1.94973	0	0	
0	0	0	0	0	0	0	0	0	-23.4951	0.686038	0	0	
0	0	0	0	0	0	0	0	0	0	19.6281	7.4572	0	
0	0	0	0	0	0	4.83955	5.07658	0	0	-7.79905	0	0	
0	0	0	0	0	0	0	3.54043	6.63388	0	-7.84169	0	0	
0	0	0	0	0	0	0	0	6.94619	0.652896	-4.22283	0	0	
0	0	0	0	0	0	0	0	0	8.4163	-3.98955	-2.68961	-28.5182	
0	0	0	0	0	0	-2.65422	-0.690677	-5.83831	1.54198	9.86593	0	0	
0	0	0	0	0	0	0	0	0	0	28.3229	0	2.72428	
0	0	0	0	0	0	0	0	0	0	0	0	0	
