0	0	0	0	0	0	7.50387	0	0	0	0	0	0	
0	0	0	0	0	0	-3.72865	0	0	0	4.85827	0	0	
0	0	0	0	0	0	0	-7.53839	0	0	2.5639	0	0	
0	0	0	0	0	0	0	0	-8.36695	0	1.91764	0	0	
0	0	0	0	0	0	0	0	0	-13.1581	0.659151	0	0	
0	0	0	0	0	0	0	0	0	0	22.4986	4.8007	0	
0	0	0	0	0	0	4.81275	5.05876	0	0	-8.72894	0	0	
0	0	0	0	0	0	0	3.55238	6.51437	0	-7.24952	0	0	
0	0	0	0	0	0	0	0	6.6825	0.587085	-3.87575	0	0	
0	0	0	0	0	0	0	0	0	8.01123	-3.89981	-15.058	-16.4651	
0	0	0	0	0	0	-3.3647	-0.695495	-5.67514	1.28396	9.6801	0	0	
0	0	0	0	0	0	0	0	0	0	18.8839	0	2.22563	
0	0	0	0	0	0	0	0	0	0	0	0	0
