0	0	0	0	0	0	7.43145	0	0	0	0	0	0	
0	0	0	0	0	0	-4.81752	0	0	0	4.90325	0	0	
0	0	0	0	0	0	0	-7.70618	0	0	2.60861	0	0	
0	0	0	0	0	0	0	0	-9.30468	0	1.94052	0	0	
0	0	0	0	0	0	0	0	0	-22.3175	0.634068	0	0	
0	0	0	0	0	0	0	0	0	0	14.9915	3.84144	0	
0	0	0	0	0	0	4.84816	5.0564	0	0	-8.68182	0	0	
0	0	0	0	0	0	0	3.59102	6.6793	0	-7.13157	0	0	
0	0	0	0	0	0	0	0	6.86811	0.616801	-4.09027	0	0	
0	0	0	0	0	0	0	0	0	6.84929	-3.83921	-2.04882	-17.5942	
0	0	0	0	0	0	-2.74947	-0.755117	-5.91467	1.53891	9.58602	0	0	
0	0	0	0	0	0	0	0	0	0	17.2874	0	2.7671	
0	0	0	0	0	0	0	0	0	0	0	0	0
